commit_hash,label,commit_hour,commit_day_of_week,message_length,avg_line_length,snake_case_ratio,camelCase_ratio,comment_ratio,files_changed_count
0c75be1172000ad4d0b60920ef5a6fb78880a7d2,Armin Ronacher,14,3,20,20.0,0.0,0.0,0.0,1
d4d75701bc1ea02a0e9b7e3e0d1aee777bd59116,Armin Ronacher,14,3,25,25.0,0.0,0.0,0.0,1
56afafae67ff0db8b9994a4c59d978b56327e886,Armin Ronacher,2,4,65,65.0,0.0,0.0,0.0,3
b8ef7360eb80b2018c21384f1f32693ab22595d0,Simon Sapin,10,4,34,34.0,0.142857,0.0,0.0,1
436d24ee665a39d48bd0b915f63bc5fd22997e25,Ron DuPlain,6,4,83,27.0,0.066667,0.0,0.0,1
d2eefe25e7fec31a5f4254f6a65934bd00ab0392,Armin Ronacher,20,5,43,43.0,0.0,0.0,0.0,1
c6316132b173f96a6f5a90ff3b62f706f8a62560,Armin Ronacher,20,5,81,81.0,0.0,0.0,0.0,5
32cdb7298fc61bee8f210ab69d67d03df50ffba4,Armin Ronacher,20,5,51,51.0,0.0,0.0,0.0,1
df1dd57045b38ea7dcca44622744ab24e53e399e,Armin Ronacher,18,6,52,52.0,0.0,0.0,0.0,2
142c9c391be4ad182fb17d4190a19feea7b79246,Armin Ronacher,18,6,31,31.0,0.0,0.0,0.0,1
83b1da8df8ead2d419382af2ab3c3a4fa9db3b8b,Armin Ronacher,19,6,13,13.0,0.0,0.0,0.0,1
6d0b3264c2263e06eb0d5c854fd5782f04a34b24,Armin Ronacher,19,6,109,109.0,0.0,0.0,0.0,1
6dccf775468ea0a849d3c1c3965e3a1db6a36a3f,Armin Ronacher,19,6,66,66.0,0.0,0.0,0.0,3
8da8a21b69cc06e58b1b28fa0ecec63b5cf3d9b4,Armin Ronacher,19,6,52,52.0,0.0,0.0,0.0,3
363d9ed10dfa35816e4b635f9cc761925c8ef2ac,Armin Ronacher,19,6,19,19.0,0.0,0.0,0.0,1
396c4bdcc0f30241e009516e430bc1742ad344bf,Armin Ronacher,22,6,35,35.0,0.0,0.0,0.0,1
f01b654ac4c0a4789369440557267b75df55fd59,Armin Ronacher,12,1,44,44.0,0.142857,0.0,0.0,1
95c4dcb4d50e69b927855cd6a446579d2fe45b4e,Armin Ronacher,13,1,72,72.0,0.0,0.0,0.0,4
04b90f5ad47d04bace76c18f634d54b0da4b91ce,Armin Ronacher,14,1,27,27.0,0.0,0.0,0.0,1
585ff1db3db8569f16536aea75f64e1dd927041c,Armin Ronacher,23,3,19,19.0,0.0,0.0,0.0,1
d5e10e4685f54dde5ffc27c4f55a19fb23f7a536,Armin Ronacher,23,3,26,26.0,0.0,0.0,0.0,2
3765cc2e9e6ea2d227f898d5b176aa50680e491c,Armin Ronacher,23,3,15,15.0,0.0,0.0,0.0,3
766522cb587850f643f3bb6cb011735ae6a98510,Armin Ronacher,1,6,28,28.0,0.0,0.0,0.0,3
0dd9dc37b6618b8091c2a0f849f5f3143dc6eafc,Armin Ronacher,1,6,67,67.0,0.0,0.0,0.0,2
d04c9a61e3f5e0a6ff5965fa9d3b1608e4aa3de2,Armin Ronacher,1,6,30,30.0,0.0,0.0,0.0,2
b51fbdc8e00ea777dcfdfa39ae789206ecfdb0a7,Armin Ronacher,10,3,17,17.0,0.0,0.0,0.0,1
1759d8e4d80df3c3dc709c9bace2eb07d5685596,Armin Ronacher,10,3,41,41.0,0.0,0.0,0.0,3
a9f68dd4c7fa976a9274a33f5ac86ffdb8f88987,Armin Ronacher,10,3,30,30.0,0.0,0.0,0.0,1
6dec92dde9f385c9b86475f109b3de96f2d41913,Armin Ronacher,12,3,96,31.333,0.0,0.0,0.0,1
ebd74688070617a4cb6dd39df616f4691a98666d,Armin Ronacher,15,4,15,15.0,0.0,0.0,0.0,1
230e136f32746c5dbd4e06dbad3e329807440c71,Armin Ronacher,15,4,50,50.0,0.0,0.0,0.0,1
174f32250ec54950badbaf3878d9d6acc8328ddd,Armin Ronacher,15,4,43,43.0,0.0,0.0,0.0,1
583c5f7935292cdbb11fc406c8afc1171eb7187e,Armin Ronacher,15,4,51,51.0,0.0,0.0,0.0,1
61a95196ac28771466ada43a1c01effda42040a5,Armin Ronacher,19,1,42,42.0,0.0,0.0,0.0,3
4ab97047dee359af1afce6fe5431ffa7c5ed5795,Simon Sapin,11,3,8,8.0,0.0,0.0,0.0,1
d16c6abf533264a19b58596010bd2dfb4d94f1d1,Armin Ronacher,4,3,57,18.333,0.0,0.0,0.0,1
eb6a244a89286608f97c8967a2929cd623eabd5a,Armin Ronacher,6,0,98,32.0,0.071429,0.0,0.0,1
5a7c02b541bba64f4905d1d1be76a9725e4f5358,Ron DuPlain,6,2,100,32.667,0.181818,0.0,0.0,1
f52e7a9dc944f425c2f2a77706bc2af98b23295c,Armin Ronacher,2,4,38,38.0,0.166667,0.0,0.0,3
11c7b1df2359f6d01f24d055b92aed0c9e961e88,Armin Ronacher,2,4,51,51.0,0.0,0.0,0.0,3
7f4c12b33565c4d0802c4385bb2bbaa6c5735196,Armin Ronacher,17,5,42,42.0,0.0,0.0,0.0,3
d628df6ab6c57b34acfb412e135d0d095636c539,Armin Ronacher,16,6,47,47.0,0.0,0.0,0.0,3
8ae6ced82db441d0696ebfbf2e33e720be1008fd,Armin Ronacher,8,6,66,21.333,0.0,0.0,0.0,1
b8866aeb22afb8f4e303892a9e90c9e4124ba801,Armin Ronacher,17,6,62,62.0,0.0,0.0,0.0,1
9c8f138a42aa43ee8177ed84df5946f8ef6d0c58,Armin Ronacher,21,4,42,42.0,0.0,0.0,0.0,1
4fe80c05c6f3fc24f145f34e2bc6ce7fbe9f21ad,Armin Ronacher,22,0,24,24.0,0.0,0.0,0.0,1
c90858a95d5fbe474ba075c3221de0b6f38c9ef2,Armin Ronacher,22,0,63,63.0,0.0,0.0,0.0,1
a9726c43aca2cf7daed3b3690b060494911e72c5,Armin Ronacher,18,6,55,55.0,0.111111,0.0,0.0,1
065afe53a6f72e42428c4373ed10d082868f25d6,Armin Ronacher,19,1,48,48.0,0.0,0.0,0.0,1
b6625ec19329031ddb26dec63c6bd0477a00bf22,Armin Ronacher,0,3,56,56.0,0.0,0.0,0.0,1
f64098c784f93db9a60d7576cd4fefab8000dc97,Armin Ronacher,15,2,75,24.333,0.0,0.0,0.0,3
c824ffcf38dbda7d8191099ef4ae688d165d395e,Ron DuPlain,11,5,52,16.667,0.0,0.0,0.0,1
26a9c2079d77aba93dde6f95472f3d89d2d9783d,Ron DuPlain,17,5,49,49.0,0.0,0.0,0.0,2
d16491145dc553bc30aa9c71fb3647fda8d23534,Ron DuPlain,11,4,347,48.714,0.0,0.0,0.0,1
a3b30b7e3b026e821716be63d586e078eaa6ee7f,Ron DuPlain,17,5,49,49.0,0.0,0.0,0.0,1
fde6e364a497cd44d049df17c93d1fd05ec09f90,Ron DuPlain,17,5,36,36.0,0.0,0.0,0.0,5
970de5e8b67b6c5bbaac082e888f8ebc6e16cfb7,Ron DuPlain,10,0,36,36.0,0.0,0.0,0.0,1
83189f20bf9c3c026e7ecd9565b4373c4fea8d10,Ron DuPlain,9,0,73,23.667,0.0,0.0,0.0,1
1f20a11284e3e9bcfc08939c48e3ab590da7c7a4,Ron DuPlain,9,0,113,37.0,0.0,0.0,0.0,1
ce4d589d5b7bbda46b9c34211dcd3e1c90ee83c9,Ron DuPlain,20,0,148,36.25,0.0,0.0,0.0,2
820d099e82aa8ee01e1e82b85e2c6636d63be98a,Ron DuPlain,20,0,49,49.0,0.0,0.0,0.0,2
96f7beba46c52cfa4d9231d066271564f995e3c0,Ron DuPlain,20,0,24,24.0,0.0,0.0,0.0,1
ed40eacf423b9a182f3ca75287ddba9a5eb77801,Ron DuPlain,21,0,22,22.0,0.0,0.0,0.0,2
b9907b496911d0d8676225151a36c28fe4f4b72f,Ron DuPlain,22,0,106,25.75,0.066667,0.0,0.0,1
676b3a4c13986f5743b8e6f3fa4d7c6cc2a401a4,Ron DuPlain,22,0,50,50.0,0.0,0.0,0.0,1
81010bf7afb786d3a19ddc2469f9bfdcc9e0d194,Ron DuPlain,23,0,49,49.0,0.166667,0.0,0.0,2
c93ea5551c6928745414f186ef465e2699a6833b,Ron DuPlain,23,0,43,43.0,0.0,0.0,0.0,2
19d32cb17285e2614d8aecbf4b0f63cfdac629cf,Ron DuPlain,23,0,42,42.0,0.0,0.0,0.0,1
234ac198cb9d3955d19d3ebe74cbbd91a2d4bb92,Ron DuPlain,23,0,33,33.0,0.0,0.0,0.0,1
49b77fbc7aa826efbf0b58d6973ef02c50e8fc66,Ron DuPlain,11,1,35,35.0,0.0,0.0,0.0,1
2e5de9829774ca10682b298544bf3ce2bf61bab7,Ron DuPlain,19,1,50,50.0,0.0,0.0,0.0,1
56177bcbd16f9e73252d7af7c78d25dc60ed946d,Ron DuPlain,19,1,48,48.0,0.0,0.0,0.0,1
b786eac5574e478d51314333fb6309456bff7b76,Ron DuPlain,18,2,39,39.0,0.0,0.0,0.0,1
fbbe14791f2d417bfa57618eecaa503b69f459ac,Ron DuPlain,11,0,81,26.333,0.0,0.0,0.0,3
476f8d57a27d96ce5d099541bd9368de540bea0e,Armin Ronacher,14,1,117,38.333,0.0,0.0,0.0,1
92dbe3153a9e0c007ecd1987ccd5f3d796c901af,Ron DuPlain,18,1,29,29.0,0.0,0.0,0.0,2
36f3184396f72b106911f497ce43c3415cb4f551,Ron DuPlain,13,3,40,40.0,0.0,0.0,0.0,2
5cb50a46eeb29dddacf21d0348050e02ff96c3b5,Ron DuPlain,5,1,98,32.0,0.0,0.0,0.0,1
7ba5196ba6230feede5afc24d7eff4fd15742397,Ron DuPlain,7,1,62,20.0,0.0,0.0,0.0,5
8ef2ca99b991f66f0b61975e883325fcf5c13046,Ron DuPlain,18,2,40,40.0,0.0,0.0,0.0,1
5a1bef4429f289eac52f8ccf57a1a8409898d489,Ron DuPlain,18,2,86,28.0,0.0,0.0,0.0,1
dfd3ef6d5460d666226d1831de48cdaff72c1bb6,Ron DuPlain,13,4,97,31.667,0.0,0.0,0.0,1
69e7a0a2a0391ed1bdd102deffbd98137790f959,Ron DuPlain,18,4,47,47.0,0.0,0.0,0.0,2
84b96ac9d398afd5a620c48cfe9e969b95e6577a,Ron DuPlain,10,5,20,20.0,0.0,0.0,0.0,1
96d7f207878bcd561c4085312eb9e235b9dc4d2d,Ron DuPlain,10,5,49,49.0,0.0,0.0,0.0,1
3de8de1985f46297243eab340abd6c45c82bb9c4,Kenneth Reitz,20,0,18,18.0,0.5,0.0,0.0,1
4a75198f36625b472215a4ef6192c41f950fa202,Kenneth Reitz,20,0,31,31.0,0.0,0.0,0.0,1
73a859533525febe42c0645ec25eeaa049123973,Kenneth Reitz,20,0,18,18.0,0.0,0.0,0.0,1
60f7e3a7b463db68f3cc22085b6c5eaac985e7f7,Kenneth Reitz,20,0,18,18.0,0.0,0.0,0.0,1
deb03da3ffc4a0fc107098c672d292e1de9b8031,Kenneth Reitz,21,0,50,50.0,0.0,0.0,0.0,0
5e848176e5b4db2958614e94024bd742830446eb,Kenneth Reitz,21,0,15,15.0,0.0,0.0,0.0,1
e070ede050fdb2ce155e13e29f5588c9831fa6b5,Ron DuPlain,10,1,75,24.333,0.0,0.0,0.0,1
04bb720d3813c8cfe3ae46d2fb85dbc9a03a9b70,Ron DuPlain,18,1,49,49.0,0.166667,0.0,0.0,1
fdad6713eba3f7aaae6ca4f6f50bb8b72452c6d9,Ron DuPlain,9,4,48,48.0,0.142857,0.0,0.0,1
7ed3cba6588fbd585b10e58e15e352e90874732d,Ron DuPlain,9,3,47,47.0,0.0,0.0,0.0,1
561775cbf677f72d6d8d505af79c114bc750b6b7,Ron DuPlain,11,0,78,25.333,0.0,0.0,0.0,1
cb3d0b931d51fc420e5273dcf6e25d2be60de364,Ron DuPlain,11,0,87,28.333,0.0,0.0,0.0,1
4e9b7867c989a1d1b0c03ddb2ea62d689b6abab1,Ron DuPlain,11,1,91,29.667,0.083333,0.0,0.0,1
1d1db80e062bb576cd542a7a3ca990360c5b57ba,Ron DuPlain,11,1,143,47.0,0.0,0.0,0.0,2
3bf1750b5dfde8890eab52850bf2e6c0a3de65cf,Ron DuPlain,12,1,35,35.0,0.0,0.0,0.0,2
c1a2e3cf1479382c1d1e5c46cd2d1ca669df5889,Ron DuPlain,13,1,37,37.0,0.0,0.0,0.0,1
f7bb2b5f19146cbaed375f29520f57c3c385762f,Ron DuPlain,13,1,60,19.333,0.0,0.0,0.0,3
f4a31db9f6a9b8bdfeb023f247eb6e8a42af3162,Ron DuPlain,13,1,131,43.0,0.0,0.0,0.0,2
146088d58066f16ef4bc8172f8120402517c34d3,Ron DuPlain,14,1,43,43.0,0.142857,0.0,0.0,3
d94efc6db63516b7f72e58c34ae33700f3d9c4fb,Ron DuPlain,16,1,165,40.5,0.03125,0.0,0.0,6
a5d1cf415e142c2926845601257d3d6c05cb3ded,Ron DuPlain,17,1,98,32.0,0.0,0.0,0.0,1
96010161576be4eee372e87f4e311fc307a801ad,Ron DuPlain,17,1,134,44.0,0.0,0.0,0.0,1
d626787a3461edcebd38025269f74a5428f64edb,Ron DuPlain,19,1,72,23.333,0.111111,0.0,0.0,2
eac350d1e6d53b47b0fd5b111125ee1a208eaf93,Ron DuPlain,19,1,65,15.5,0.0,0.0,0.0,2
ee6ed491d3a783076c278e4b4390baf14e6f3321,Simon Sapin,0,0,42,42.0,0.0,0.0,0.0,1
079c5ef7ff7bbcab9c18b5c9b25980f83db032e2,Kenneth Reitz,19,1,81,26.333,0.0,0.0,0.0,1
36da8e41de17ae89fc2d2650d72b1f687af43ca1,Kenneth Reitz,19,1,108,35.333,0.058824,0.0,0.0,1
e08028de5521caf41fc11de8daec2795f1f51088,Simon Sapin,17,1,32,32.0,0.25,0.0,0.0,1
6b4a86df3bb5406e6a26df22d47454ed3af2b024,Kenneth Reitz,7,1,95,31.0,0.071429,0.0,0.0,1
38187bcd9f42d630d05ffcecd810fbc7220d7847,Armin Ronacher,1,2,97,31.667,0.0,0.0,0.0,1
85e2857ed4a203eb7955cc7bf8b425a51019eb2f,Armin Ronacher,1,2,91,29.667,0.0,0.0,0.0,1
437a1bf5c453487f3ab7db46d43dce26f57913a5,Ron DuPlain,5,2,84,27.333,0.0,0.0,0.0,0
c2698416a835dfb5d0e52e8c291ea43eaa3d1757,Kenneth Reitz,0,5,73,23.667,0.0,0.0,0.0,1
7e4b705b3c7124bc5bdd4051705488d8bb31eb5b,Ron DuPlain,10,6,39,39.0,0.0,0.0,0.0,2
976c9576bd7b41f955862448c9914774dc47d1cf,Ron DuPlain,10,6,27,27.0,0.0,0.0,0.0,4
9a1d616706d251b19571d908282deadedd89869b,Ron DuPlain,10,6,82,19.75,0.0,0.0,0.0,1
9ab41edbd727d69d6936b866ea606c9b7e7bac8f,Ron DuPlain,11,6,23,23.0,0.0,0.0,0.0,1
71a97662663babca96365e01bc2017f9f178c95b,Ron DuPlain,8,6,93,30.333,0.0,0.0,0.0,1
0eb75b317bd62ece31875158fb31262ce7d05e69,Ron DuPlain,11,6,96,31.333,0.0,0.0,0.0,2
8740fff90781b3fd0fd9ec51a0b6a15a45f96489,Ron DuPlain,8,6,88,28.667,0.066667,0.0,0.0,1
df772df24f22f7f0681a8d5b211dad764ce9c8a6,Ron DuPlain,11,6,30,30.0,0.2,0.0,0.0,1
f43003967e2139ee6d89e7dcf267ba8d52200ac6,Ron DuPlain,8,6,130,42.667,0.0,0.0,0.0,4
f267f9302a532f0f4a0b29b700841060ee058c64,Ron DuPlain,15,6,122,40.0,0.0,0.0,0.0,1
f46f7155b27a741081fc13fa7fb1db53e54f5683,Kenneth Reitz,20,6,4,4.0,0.0,0.0,0.0,2
b16c988f1e7de5f0ec9dae11817b9109de59355d,Ron DuPlain,20,1,47,47.0,0.0,0.0,0.0,1
492ef06bff569d6037fa43e561b203fe444b60d5,Ron DuPlain,11,2,43,43.0,0.0,0.0,0.0,1
f07199009c463ed5eaab7b2cacd785d46f87699d,Ron DuPlain,11,2,34,34.0,0.0,0.0,0.0,1
a1305973bfef18a341224ad4f748c35d77a64cdb,Armin Ronacher,14,0,25,25.0,0.0,0.0,0.0,1
47288231fe8f9c6b2c413d50160c32c3884d5785,Armin Ronacher,14,0,43,43.0,0.0,0.0,0.0,3
307d1bc4e51fc35282f2d504b9df3359604b8f8a,Armin Ronacher,15,0,64,64.0,0.0,0.0,0.0,4
f8f2e2dff481e55fa9ae7cc3f70f36d61bcf56d7,Armin Ronacher,15,0,44,44.0,0.0,0.0,0.0,3
0207e90155abe937568727e4e9eca949b8247cd5,Armin Ronacher,15,0,33,33.0,0.0,0.0,0.0,3
ab110d8fe573c92f0f607a05cf31549399b98c1a,Armin Ronacher,15,0,25,25.0,0.0,0.0,0.0,1
3249eeb438daec34dc4ac69e1ab9968fabd4b5a8,Armin Ronacher,15,0,51,51.0,0.0,0.0,0.0,33
cf1641e5beec1ec11f418fa6e775fc44b9410180,Armin Ronacher,15,0,61,61.0,0.0,0.0,0.0,5
34bbd3100bbfb9a406a417a9fe4e8944aa87c629,Armin Ronacher,16,0,24,24.0,0.0,0.0,0.0,1
9bed20c07c40a163077b936f740a4e96a6213688,Armin Ronacher,17,0,56,56.0,0.0,0.0,0.0,10
cb54c462b809e36d12af571fa36affb4af3f7e96,Armin Ronacher,17,0,41,41.0,0.0,0.0,0.0,1
32f845ea75ce57429aa383463be6654b2af06983,Armin Ronacher,17,0,64,64.0,0.0,0.0,0.0,1
52f9cefbcd6df23f75bf93804a9e84c038536fe8,Armin Ronacher,17,0,34,34.0,0.0,0.0,0.0,2
d26af4fd6dd71793cf6373c1c18c82349494e0aa,Armin Ronacher,17,0,37,37.0,0.0,0.0,0.0,3
bcd00e5070caf6f5ff7639d3758f5595bc5507a1,Armin Ronacher,17,0,12,12.0,0.0,0.0,0.0,1
989aabbe32d2460f673cf075b8ac7cf7781b85ac,Ron DuPlain,14,0,59,19.0,0.0,0.0,0.0,1
1a19ddc55c5484f14dde728cbd20f81333a2c3f9,Ron DuPlain,13,1,67,21.667,0.1,0.0,0.0,1
2a6c80a37d8a13516499be791100312576cf34d0,Kenneth Reitz,12,3,56,18.0,0.0,0.0,0.0,1
fd62cd82cb270847491370cd43f270af6acc1400,Ron DuPlain,21,1,74,24.0,0.0,0.0,0.0,1
0d2ffc094b45e717439c679255f4aecd018e24d0,Ron DuPlain,15,2,80,26.0,0.0,0.0,0.0,1
b885edf81013f05161525db1eaf4e64fc6f5c2c4,Ron DuPlain,15,2,38,38.0,0.0,0.0,0.0,1
10c34e6652fac704c9c77a47d4853896f3030e34,Ron DuPlain,11,3,50,50.0,0.0,0.0,0.0,1
a3cb2a33829ee517530d30cd920e5d652b358086,Ron DuPlain,11,3,119,39.0,0.0,0.0,0.0,10
fb011878857693659c6ec6f095fe3849803915e1,Ron DuPlain,9,4,21,21.0,0.0,0.0,0.0,1
2ae2338ebfcf721f7baa86af2114575fd45ebe2d,Kenneth Reitz,13,5,67,21.667,0.0,0.0,0.0,1
d90f0afe39724040d0be92df054e2b1438886134,Ron DuPlain,18,5,40,40.0,0.0,0.0,0.0,1
bb31188ec3882e9a6c6035b7a65ca257d424e31a,Ron DuPlain,12,6,39,39.0,0.142857,0.0,0.0,3
8c8c524ddb791c2f7eed47b6d2e4317faf06a659,Ron DuPlain,12,6,35,35.0,0.0,0.0,0.0,2
ccc6816459312d2af813d984c5d8f530e57cecdf,Kenneth Reitz,14,6,75,24.333,0.0,0.0,0.0,1
148c50abf983eb8bbd8ecb565c9f98912048af46,Ron DuPlain,21,0,33,33.0,0.25,0.0,0.0,2
2262ce4915aec0dfffa8e71244ebe10f72d11111,Ron DuPlain,21,0,50,50.0,0.0,0.0,0.0,1
b31f2d9a640c154e41de6d9631e95cf105e96e1f,Ron DuPlain,21,0,28,28.0,0.0,0.0,0.0,2
ff5ee034b8c71a79d3f29c7b7a1ad27f6a8893e3,Ron DuPlain,21,0,16,16.0,0.0,0.0,0.0,1
7c79ce6e418f07a49be8c25a4c5a40e5347be257,Ron DuPlain,23,0,44,44.0,0.0,0.0,0.0,4
26da6a5365e1fd229932f167a299128f30fae154,Ron DuPlain,1,1,207,40.6,0.088235,0.0,0.0,6
33bae1a8dcadbf56fb19ad814fa516b6468bb2cb,Ron DuPlain,20,2,79,25.667,0.090909,0.0,0.0,4
e78e2a1641e5b7ad538d93154ee59445f4d4eaf7,Ron DuPlain,2,1,49,49.0,0.2,0.0,0.0,1
2053d04db0f303430f5f6c5bc6e97b8bec46c399,Armin Ronacher,11,1,50,50.0,0.0,0.0,0.0,3
dbfd406a21191c26c2987ffd11f7c49b8733cd82,Armin Ronacher,12,1,22,22.0,0.5,0.0,0.0,3
086348e2f2874fb701048d5e1390cfe674de1f70,Armin Ronacher,13,1,35,35.0,0.333333,0.0,0.0,6
9f055104ad1a8bfa29c8cccf830dea196b5a9344,Kenneth Reitz,17,1,52,16.667,0.0,0.0,0.0,2
35312be63c633cbad76a790f47b1b50a94f07eb4,Armin Ronacher,5,6,91,29.667,0.066667,0.0,0.0,1
9034461e5bc3a3e75c64b603c89a28acc7bd2144,Armin Ronacher,6,6,98,32.0,0.0,0.0,0.0,1
9cce327040a2851f90be90d27ad73f4c6cfc787d,Armin Ronacher,6,6,111,36.333,0.0,0.0,0.0,1
6809ffccf2b8b94633717f839b42ae8e3fbca1c3,Armin Ronacher,14,6,32,32.0,0.0,0.0,0.0,1
b04827283ea36cc456367f1ac4e0700b90b71283,Armin Ronacher,14,6,213,41.8,0.0,0.0,0.0,2
7b1c8fd15b619aee9eb6bc53dd50bd2d7e9bea3d,Armin Ronacher,14,6,30,30.0,0.0,0.0,0.0,1
24e01318d31c6a541a44636d3a97310ff814d0c1,Armin Ronacher,6,6,68,22.0,0.0,0.0,0.0,1
a9e753f7064e38e40819b49a51491e681dd0f42c,Armin Ronacher,6,6,96,31.333,0.0,0.0,0.0,2
9be47f5932cd3ae3363ab9fafdcb00d991ebff6b,Armin Ronacher,6,6,104,34.0,0.0,0.0,0.0,1
7bc6eead47061d1135e420ec1a54eeaf702ed470,Kenneth Reitz,10,0,85,27.667,0.0,0.0,0.0,1
274d1a82f8242229b8060afafdce53a7dbd0a435,Kenneth Reitz,10,0,89,29.0,0.090909,0.0,0.0,1
ddeeca74c2e18b4334d390c59d3d3b58c7af0672,Kenneth Reitz,10,0,82,26.667,0.0,0.0,0.0,1
0ba758d448ca18d98bf05dfa2ad48b59eedbb942,Kenneth Reitz,10,0,65,21.0,0.0,0.0,0.0,8
8071f11328ab2b767608c5c63d0bad72d9408120,Armin Ronacher,17,1,46,46.0,0.0,0.0,0.0,1
558750494f6f99b1272218c35d86e6452484e77c,Armin Ronacher,12,2,26,26.0,0.0,0.0,0.0,1
43c6a1ede87da5c20d8b5c7db995cf2d22eb40b2,Armin Ronacher,12,2,15,15.0,0.0,0.0,0.0,1
2e816f554a3a5b9db19c87b892726387bdf3e1d7,Armin Ronacher,12,2,51,51.0,0.0,0.0,0.0,21
d5218997d927be869dd55ef04542e1bbc1e69653,Armin Ronacher,15,2,31,31.0,0.333333,0.0,0.0,8
19def9606ac50bd308ea283e283cbcf62498d6c7,Armin Ronacher,12,6,13,13.0,0.0,0.0,0.0,3
bea5858411b9138e3bf797b87ac6b0f5491c1897,Armin Ronacher,12,6,46,46.0,0.0,0.0,0.0,3
ee3e251f9eb557721517faa6d06a6addd48ebc24,Armin Ronacher,12,6,15,15.0,0.0,0.0,0.0,1
d4415dd6653adb25b89b6276dd140141266ba46b,Armin Ronacher,12,6,25,25.0,0.0,0.0,0.0,1
e32de730f9458e781c3bd6fd501dec627f256471,Armin Ronacher,9,6,78,25.333,0.0,0.0,0.0,1
07878722a86a72a9600ad5bc3dc577d693d91a0a,Kenneth Reitz,15,6,61,19.667,0.0,0.0,0.0,1
1beb0f2e7f8c60df41cd7b198c1ed1748a0fea3d,Armin Ronacher,9,0,20,20.0,0.0,0.0,0.0,1
0553bbdefe55709a1fc36dce445f552f398a428e,Sven-Hendrik Haase,21,2,64,64.0,0.0,0.0,0.0,1
7003fe61352bab3a1dc62d18dffb00ef749b050d,Ron DuPlain,12,2,83,27.0,0.0,0.0,0.0,1
690b0c34ff3a9160aad16c613f29b1a8e25ca232,Sven-Hendrik Haase,21,2,24,24.0,0.0,0.0,0.0,1
c7cdb2f83e9842a2ed9715d550392eea2be806cb,Ron DuPlain,12,2,67,21.667,0.0,0.0,0.0,1
ea2a0629c9fc3874319e98b3842365ffd889f43d,Ron DuPlain,15,2,83,27.0,0.0,0.083333,0.0,1
c3f651dccbba801fa07426cef1e6604b579b8fe7,Simon Sapin,16,3,300,48.333,0.09375,0.0,0.0,1
9d9f240df8da4b433c914e76b6ea2c7e82f3e320,Kenneth Reitz,14,4,93,30.333,0.0,0.0,0.0,1
0f3bc38a18909cae8903f3229a2866aa64a52b2a,Kenneth Reitz,4,5,67,21.667,0.0,0.0,0.0,2
50dc2403526c5c5c67577767b05eb81e8fab0877,Kenneth Reitz,12,3,66,21.333,0.111111,0.0,0.0,1
9a0f6519aaa14aa8f6d0a076e269e8ca8b1668aa,Kenneth Reitz,9,2,83,27.0,0.083333,0.0,0.0,1
4df3bf2058954624f9376fd16774a769299dc40a,Armin Ronacher,2,5,44,44.0,0.0,0.0,0.0,5
ee28dcf2cff53aae0c88db34ff872e0b042c6bf5,Armin Ronacher,2,5,30,30.0,0.0,0.0,0.0,1
b87919348104774e9c959fc00976966e38161129,Armin Ronacher,2,5,38,38.0,0.0,0.0,0.0,2
1740d7c51afb4f051bf30f5326d6eab7933e917e,Armin Ronacher,2,5,40,40.0,0.0,0.0,0.0,2
43f41201e919aed68301e69a8a4f708a646b98c5,Armin Ronacher,2,5,51,51.0,0.0,0.0,0.0,8
704d94d7b92f9ebf1594b110f59f852739d9da30,Armin Ronacher,2,5,40,40.0,0.0,0.0,0.0,8
3f82d1b68ea6f5bf2970c2df8ff5cf991439a9bf,Armin Ronacher,3,5,22,22.0,0.0,0.0,0.0,2
c3d38a21c664440fb8284aaaf8fbcce4a1c0849f,Armin Ronacher,3,5,27,27.0,0.333333,0.0,0.0,3
a4977cfe2b57218579ca224af7cfea0864e6665b,Armin Ronacher,3,5,36,36.0,0.0,0.0,0.0,2
fe85970665ea3a38f9c6a8ef4756ff3a913850b6,Armin Ronacher,3,5,73,73.0,0.0,0.0,0.0,2
ad304701025057475c19b7d79c9612f70488add4,Kenneth Reitz,9,6,105,34.333,0.0,0.0,0.0,1
1dde7b8be795d7261e3960a14275ac19f90b7cd6,Kenneth Reitz,10,6,68,22.0,0.0,0.0,0.0,1
80b2689335442fcfb11772a4e68017784523d91d,Kenneth Reitz,10,6,96,31.333,0.0,0.0,0.0,1
7fc0ddb57c0fed629924863c7672707346219dbd,Armin Ronacher,8,6,51,51.0,0.0,0.0,0.0,13
22af78a96f98222c2292d71dd1914f5be56362a0,Armin Ronacher,1,4,45,45.0,0.0,0.0,0.0,1
ee76129812419d473eb62434051e81d5855255b6,Kenneth Reitz,18,5,74,24.0,0.0,0.0,0.0,1
3b9fe7c48606dc865950fa683f70eb1946c643cf,Kenneth Reitz,12,0,72,23.333,0.0,0.0,0.0,1
e1a576122be4675c3c648c0a4eccc075b3e15a29,Armin Ronacher,10,6,28,28.0,0.0,0.0,0.0,9
261c4a6aee88361e0de5d86061d873bbad2cb3a9,Armin Ronacher,12,6,42,42.0,0.0,0.0,0.0,2
4f1cb4212376acbbe7ab14fb8caa8a5025b4659e,Armin Ronacher,12,6,170,170.0,0.083333,0.0,0.0,2
62c0c67d88b619d4da7f1d98a4c50e8e6928280b,Armin Ronacher,12,6,51,51.0,0.0,0.0,0.0,2
